[2024-06-01T21:06:39] Estimation window: 2008-01-02 - 2013-12-13, Best order: (4, 0, 3)-(1, 1), AIC: -6.09778451501052, Final model converged
[2024-06-01T21:07:03] Estimation window: 2008-01-03 - 2013-12-16, Best order: (3, 0, 3)-(1, 1), AIC: -6.09040943496124, Final model converged
[2024-06-01T21:07:28] Estimation window: 2008-01-04 - 2013-12-17, Best order: (3, 0, 2)-(1, 1), AIC: -6.09166304641535, Final model converged
[2024-06-01T21:07:53] Estimation window: 2008-01-07 - 2013-12-18, Best order: (5, 0, 3)-(1, 1), AIC: -6.08958167943749, Final model converged
[2024-06-01T21:08:20] Estimation window: 2008-01-08 - 2013-12-19, Best order: (4, 0, 2)-(1, 1), AIC: -6.09065592883369, Final model converged
[2024-06-01T21:08:56] Estimation window: 2008-01-09 - 2013-12-20, Best order: (3, 0, 3)-(1, 1), AIC: -6.09750875542127, Final model converged
[2024-06-01T21:09:28] Estimation window: 2008-01-10 - 2013-12-23, Best order: (5, 0, 3)-(1, 1), AIC: -6.09351349761198, Final model converged
[2024-06-01T21:10:01] Estimation window: 2008-01-11 - 2013-12-24, Best order: (5, 0, 5)-(1, 1), AIC: -6.09844136770767, Final model converged
[2024-06-01T21:10:26] Estimation window: 2008-01-14 - 2013-12-26, Best order: (5, 0, 5)-(1, 1), AIC: -6.09550052276663, Final model converged
[2024-06-01T21:10:52] Estimation window: 2008-01-15 - 2013-12-27, Best order: (4, 0, 4)-(1, 1), AIC: -6.10415260623385, Final model FAILED to converge
[2024-06-01T21:11:17] Estimation window: 2008-01-16 - 2013-12-30, Best order: (5, 0, 4)-(1, 1), AIC: -6.10167595423942, Final model converged
[2024-06-01T21:11:52] Estimation window: 2008-01-17 - 2013-12-31, Best order: (4, 0, 5)-(1, 1), AIC: -6.11618556055511, Final model converged
[2024-06-01T21:12:17] Estimation window: 2008-01-18 - 2014-01-02, Best order: (5, 0, 5)-(1, 1), AIC: -6.10186787349915, Final model converged
[2024-06-01T21:12:42] Estimation window: 2008-01-22 - 2014-01-03, Best order: (3, 0, 2)-(1, 1), AIC: -6.10620479891054, Final model converged
[2024-06-01T21:13:06] Estimation window: 2008-01-23 - 2014-01-06, Best order: (3, 0, 3)-(1, 1), AIC: -6.10867942962094, Final model converged
[2024-06-01T21:13:31] Estimation window: 2008-01-24 - 2014-01-07, Best order: (4, 0, 5)-(1, 1), AIC: -6.1125632898926, Final model converged
[2024-06-01T21:14:18] Estimation window: 2008-01-25 - 2014-01-08, Best order: (5, 0, 4)-(1, 1), AIC: -6.10977576561215, Final model converged
[2024-06-01T21:14:43] Estimation window: 2008-01-28 - 2014-01-09, Best order: (5, 0, 5)-(1, 1), AIC: -6.11042594611727, Final model converged
[2024-06-01T21:15:08] Estimation window: 2008-01-29 - 2014-01-10, Best order: (4, 0, 3)-(1, 1), AIC: -6.11438207474468, Final model converged
[2024-06-01T21:15:33] Estimation window: 2008-01-30 - 2014-01-13, Best order: (5, 0, 5)-(1, 1), AIC: -6.1171080073666, Final model converged
[2024-06-01T21:16:11] Estimation window: 2008-01-31 - 2014-01-14, Best order: (3, 0, 3)-(1, 1), AIC: -6.11360037118043, Final model FAILED to converge
[2024-06-01T21:16:36] Estimation window: 2008-02-01 - 2014-01-15, Best order: (4, 0, 2)-(1, 1), AIC: -6.1141873500359, Final model converged
[2024-06-01T21:17:11] Estimation window: 2008-02-04 - 2014-01-16, Best order: (4, 0, 3)-(1, 1), AIC: -6.11946273959062, Final model converged
[2024-06-01T21:17:35] Estimation window: 2008-02-05 - 2014-01-17, Best order: (3, 0, 2)-(1, 1), AIC: -6.11728539229726, Final model FAILED to converge
[2024-06-01T21:18:00] Estimation window: 2008-02-06 - 2014-01-21, Best order: (5, 0, 5)-(1, 1), AIC: -6.11808679464673, Final model converged
[2024-06-01T21:18:24] Estimation window: 2008-02-07 - 2014-01-22, Best order: (2, 0, 5)-(1, 1), AIC: -6.12167311817144, Final model converged
[2024-06-01T21:18:49] Estimation window: 2008-02-08 - 2014-01-23, Best order: (5, 0, 3)-(1, 1), AIC: -6.10661383757365, Final model converged
[2024-06-01T21:19:14] Estimation window: 2008-02-11 - 2014-01-24, Best order: (2, 0, 3)-(1, 1), AIC: -6.11632856726354, Final model converged
[2024-06-01T21:19:42] Estimation window: 2008-02-12 - 2014-01-27, Best order: (4, 0, 2)-(1, 1), AIC: -6.12775401552703, Final model converged
[2024-06-01T21:20:08] Estimation window: 2008-02-13 - 2014-01-28, Best order: (4, 0, 2)-(1, 1), AIC: -6.1145575878638, Final model converged
[2024-06-01T21:20:32] Estimation window: 2008-02-14 - 2014-01-29, Best order: (2, 0, 4)-(1, 1), AIC: -6.12289479835251, Final model converged
