[2024-06-02T10:35:24] Estimation window: 2007-08-07 - 2011-07-25, Best order: (4, 0, 3)-(1, 1), AIC: -5.7969390698788, Final model converged
[2024-06-02T10:35:57] Estimation window: 2007-08-08 - 2011-07-26, Best order: (5, 0, 5)-(1, 1), AIC: -5.81519584157436, Final model converged
[2024-06-02T10:36:45] Estimation window: 2007-08-09 - 2011-07-27, Best order: (4, 0, 3)-(1, 1), AIC: -5.78951482078381, Final model converged
[2024-06-02T10:37:17] Estimation window: 2007-08-10 - 2011-07-28, Best order: (5, 0, 5)-(1, 1), AIC: -5.8208888468777, Final model converged
[2024-06-02T10:37:47] Estimation window: 2007-08-13 - 2011-07-29, Best order: (4, 0, 3)-(1, 1), AIC: -5.80265496546219, Final model converged
[2024-06-02T10:38:36] Estimation window: 2007-08-14 - 2011-08-01, Best order: (5, 0, 5)-(1, 1), AIC: -5.80327289990069, Final model converged
[2024-06-02T10:39:07] Estimation window: 2007-08-15 - 2011-08-02, Best order: (5, 0, 5)-(1, 1), AIC: -5.81676102282206, Final model converged
[2024-06-02T10:39:58] Estimation window: 2007-08-16 - 2011-08-03, Best order: (3, 0, 5)-(1, 1), AIC: -5.78854484757329, Final model FAILED to converge
[2024-06-02T10:40:29] Estimation window: 2007-08-17 - 2011-08-04, Best order: (5, 0, 5)-(1, 1), AIC: -5.78346042175492, Final model FAILED to converge
[2024-06-02T10:41:01] Estimation window: 2007-08-20 - 2011-08-05, Best order: (3, 0, 3)-(1, 1), AIC: -5.78433605927719, Final model converged
[2024-06-02T10:41:40] Estimation window: 2007-08-21 - 2011-08-08, Best order: (5, 0, 4)-(1, 1), AIC: -5.77333694308158, Final model converged
[2024-06-02T10:42:10] Estimation window: 2007-08-22 - 2011-08-09, Best order: (4, 0, 5)-(1, 1), AIC: -5.76684689737863, Final model converged
[2024-06-02T10:42:41] Estimation window: 2007-08-23 - 2011-08-10, Best order: (5, 0, 5)-(1, 1), AIC: -5.76675392410044, Final model converged
[2024-06-02T10:43:13] Estimation window: 2007-08-24 - 2011-08-11, Best order: (4, 0, 3)-(1, 1), AIC: -5.7591199224891, Final model FAILED to converge
[2024-06-02T10:43:44] Estimation window: 2007-08-27 - 2011-08-12, Best order: (4, 0, 3)-(1, 1), AIC: -5.77372037052237, Final model converged
[2024-06-02T10:44:16] Estimation window: 2007-08-28 - 2011-08-15, Best order: (5, 0, 5)-(1, 1), AIC: -5.7547191155627, Final model converged
[2024-06-02T10:44:46] Estimation window: 2007-08-29 - 2011-08-16, Best order: (5, 0, 2)-(1, 1), AIC: -5.77714047087748, Final model converged
[2024-06-02T10:45:20] Estimation window: 2007-08-30 - 2011-08-17, Best order: (3, 0, 3)-(1, 1), AIC: -5.75847745491171, Final model converged
[2024-06-02T10:46:09] Estimation window: 2007-08-31 - 2011-08-18, Best order: (5, 0, 5)-(1, 1), AIC: -5.76792443840912, Final model FAILED to converge
[2024-06-02T10:46:39] Estimation window: 2007-09-04 - 2011-08-19, Best order: (3, 0, 3)-(1, 1), AIC: -5.75386335211697, Final model FAILED to converge
[2024-06-02T10:47:10] Estimation window: 2007-09-05 - 2011-08-22, Best order: (5, 0, 4)-(1, 1), AIC: -5.76072145588526, Final model converged
[2024-06-02T10:47:51] Estimation window: 2007-09-06 - 2011-08-23, Best order: (4, 0, 5)-(1, 1), AIC: -5.75891078996383, Final model converged
[2024-06-02T10:48:21] Estimation window: 2007-09-07 - 2011-08-24, Best order: (3, 0, 3)-(1, 1), AIC: -5.75921339023251, Final model converged
[2024-06-02T10:48:52] Estimation window: 2007-09-10 - 2011-08-25, Best order: (3, 0, 3)-(1, 1), AIC: -5.74833157353844, Final model converged
[2024-06-02T10:49:25] Estimation window: 2007-09-11 - 2011-08-26, Best order: (5, 0, 4)-(1, 1), AIC: -5.74105832109424, Final model converged
[2024-06-02T10:49:56] Estimation window: 2007-09-12 - 2011-08-29, Best order: (5, 0, 4)-(1, 1), AIC: -5.74289794051509, Final model converged
[2024-06-02T10:50:25] Estimation window: 2007-09-13 - 2011-08-30, Best order: (3, 0, 5)-(1, 1), AIC: -5.74248972618195, Final model converged
[2024-06-02T10:50:56] Estimation window: 2007-09-14 - 2011-08-31, Best order: (5, 0, 4)-(1, 1), AIC: -5.73814285965636, Final model converged
[2024-06-02T10:51:27] Estimation window: 2007-09-17 - 2011-09-01, Best order: (5, 0, 5)-(1, 1), AIC: -5.74727584332932, Final model converged
[2024-06-02T10:51:58] Estimation window: 2007-09-18 - 2011-09-02, Best order: (4, 0, 4)-(1, 1), AIC: -5.74530565176874, Final model FAILED to converge
[2024-06-02T10:52:29] Estimation window: 2007-09-19 - 2011-09-06, Best order: (5, 0, 5)-(1, 1), AIC: -5.7294003818733, Final model converged
[2024-06-02T10:52:59] Estimation window: 2007-09-20 - 2011-09-07, Best order: (1, 0, 1)-(1, 1), AIC: -5.73907458540786, Final model converged
[2024-06-02T10:53:30] Estimation window: 2007-09-21 - 2011-09-08, Best order: (5, 0, 5)-(1, 1), AIC: -5.72757174443362, Final model converged
[2024-06-02T10:54:02] Estimation window: 2007-09-24 - 2011-09-09, Best order: (4, 0, 5)-(1, 1), AIC: -5.72867542516834, Final model converged
[2024-06-02T10:54:34] Estimation window: 2007-09-25 - 2011-09-12, Best order: (5, 0, 4)-(1, 1), AIC: -5.72989558099905, Final model converged
[2024-06-02T10:55:04] Estimation window: 2007-09-26 - 2011-09-13, Best order: (1, 0, 1)-(1, 1), AIC: -5.73272145254666, Final model converged
[2024-06-02T10:55:34] Estimation window: 2007-09-27 - 2011-09-14, Best order: (5, 0, 5)-(1, 1), AIC: -5.72949643626383, Final model converged
[2024-06-02T10:56:04] Estimation window: 2007-09-28 - 2011-09-15, Best order: (1, 0, 1)-(1, 1), AIC: -5.72984905340115, Final model converged
[2024-06-02T10:56:35] Estimation window: 2007-10-01 - 2011-09-16, Best order: (4, 0, 5)-(1, 1), AIC: -5.72528489000527, Final model converged
[2024-06-02T10:57:06] Estimation window: 2007-10-02 - 2011-09-19, Best order: (5, 0, 5)-(1, 1), AIC: -5.72487870405218, Final model converged
[2024-06-02T10:57:38] Estimation window: 2007-10-03 - 2011-09-20, Best order: (5, 0, 4)-(1, 1), AIC: -5.72404739491582, Final model converged
[2024-06-02T10:58:09] Estimation window: 2007-10-04 - 2011-09-21, Best order: (5, 0, 5)-(1, 1), AIC: -5.72032671698823, Final model converged
[2024-06-02T10:58:39] Estimation window: 2007-10-05 - 2011-09-22, Best order: (5, 0, 5)-(1, 1), AIC: -5.71522758421237, Final model converged
[2024-06-02T10:59:09] Estimation window: 2007-10-08 - 2011-09-23, Best order: (1, 0, 1)-(1, 1), AIC: -5.71975185809437, Final model converged
[2024-06-02T10:59:39] Estimation window: 2007-10-09 - 2011-09-26, Best order: (3, 0, 2)-(1, 1), AIC: -5.72062935091117, Final model converged
[2024-06-02T11:00:10] Estimation window: 2007-10-10 - 2011-09-27, Best order: (1, 0, 1)-(1, 1), AIC: -5.71726695982033, Final model converged
[2024-06-02T11:00:40] Estimation window: 2007-10-11 - 2011-09-28, Best order: (4, 0, 4)-(1, 1), AIC: -5.72873570180311, Final model FAILED to converge
[2024-06-02T11:01:11] Estimation window: 2007-10-12 - 2011-09-29, Best order: (5, 0, 5)-(1, 1), AIC: -5.72657319159294, Final model converged
[2024-06-02T11:01:42] Estimation window: 2007-10-15 - 2011-09-30, Best order: (5, 0, 5)-(1, 1), AIC: -5.71061361161644, Final model converged
[2024-06-02T11:02:12] Estimation window: 2007-10-16 - 2011-10-03, Best order: (5, 0, 3)-(1, 1), AIC: -5.70812932411034, Final model converged
[2024-06-02T11:02:43] Estimation window: 2007-10-17 - 2011-10-04, Best order: (5, 0, 5)-(1, 1), AIC: -5.71186455124175, Final model converged
[2024-06-02T11:03:14] Estimation window: 2007-10-18 - 2011-10-05, Best order: (5, 0, 5)-(1, 1), AIC: -5.70667166961662, Final model converged
[2024-06-02T11:03:45] Estimation window: 2007-10-19 - 2011-10-06, Best order: (3, 0, 3)-(1, 1), AIC: -5.71048859247181, Final model converged
[2024-06-02T11:04:16] Estimation window: 2007-10-22 - 2011-10-07, Best order: (4, 0, 5)-(1, 1), AIC: -5.72782344193634, Final model converged
[2024-06-02T11:04:46] Estimation window: 2007-10-23 - 2011-10-10, Best order: (5, 0, 5)-(1, 1), AIC: -5.70161289967886, Final model converged
[2024-06-02T11:05:15] Estimation window: 2007-10-24 - 2011-10-11, Best order: (3, 0, 3)-(1, 1), AIC: -5.70497363639058, Final model converged
[2024-06-02T11:05:45] Estimation window: 2007-10-25 - 2011-10-12, Best order: (5, 0, 4)-(1, 1), AIC: -5.69467516328759, Final model FAILED to converge
[2024-06-02T11:06:15] Estimation window: 2007-10-26 - 2011-10-13, Best order: (1, 0, 1)-(1, 1), AIC: -5.70439273213138, Final model converged
[2024-06-02T11:06:44] Estimation window: 2007-10-29 - 2011-10-14, Best order: (1, 0, 1)-(1, 1), AIC: -5.70397296538848, Final model converged
[2024-06-02T11:07:25] Estimation window: 2007-10-30 - 2011-10-17, Best order: (5, 0, 4)-(1, 1), AIC: -5.70571478312087, Final model converged
[2024-06-02T11:08:31] Estimation window: 2007-10-31 - 2011-10-18, Best order: (5, 0, 5)-(1, 1), AIC: 227.214503521458, Final model FAILED to converge
[2024-06-02T11:09:02] Estimation window: 2007-11-01 - 2011-10-19, Best order: (5, 0, 5)-(1, 1), AIC: -5.69380734179321, Final model converged
[2024-06-02T11:09:32] Estimation window: 2007-11-02 - 2011-10-20, Best order: (5, 0, 5)-(1, 1), AIC: -5.71266935306799, Final model converged
[2024-06-02T11:10:04] Estimation window: 2007-11-05 - 2011-10-21, Best order: (4, 0, 4)-(1, 1), AIC: -5.70503545411984, Final model converged
[2024-06-02T11:10:35] Estimation window: 2007-11-06 - 2011-10-24, Best order: (4, 0, 4)-(1, 1), AIC: -5.69851057180481, Final model converged
[2024-06-02T11:11:04] Estimation window: 2007-11-07 - 2011-10-25, Best order: (5, 0, 5)-(1, 1), AIC: -5.71127116850374, Final model converged
[2024-06-02T11:11:34] Estimation window: 2007-11-08 - 2011-10-26, Best order: (5, 0, 5)-(1, 1), AIC: -5.71730856380063, Final model converged
[2024-06-02T11:12:04] Estimation window: 2007-11-09 - 2011-10-27, Best order: (5, 0, 5)-(1, 1), AIC: -5.70706745606163, Final model converged
[2024-06-02T11:12:34] Estimation window: 2007-11-12 - 2011-10-28, Best order: (5, 0, 5)-(1, 1), AIC: -5.70004249269922, Final model converged
[2024-06-02T11:13:04] Estimation window: 2007-11-13 - 2011-10-31, Best order: (5, 0, 4)-(1, 1), AIC: -5.70187474317424, Final model converged
[2024-06-02T11:13:34] Estimation window: 2007-11-14 - 2011-11-01, Best order: (5, 0, 4)-(1, 1), AIC: -5.68941500558431, Final model converged
[2024-06-02T11:14:09] Estimation window: 2007-11-15 - 2011-11-02, Best order: (5, 0, 4)-(1, 1), AIC: -5.7018245146186, Final model converged
[2024-06-02T11:14:40] Estimation window: 2007-11-16 - 2011-11-03, Best order: (5, 0, 5)-(1, 1), AIC: -5.72193844302898, Final model converged
[2024-06-02T11:15:11] Estimation window: 2007-11-19 - 2011-11-04, Best order: (5, 0, 5)-(1, 1), AIC: -5.69994905266293, Final model converged
[2024-06-02T11:15:40] Estimation window: 2007-11-20 - 2011-11-07, Best order: (3, 0, 3)-(1, 1), AIC: -5.69857291759671, Final model converged
[2024-06-02T11:16:10] Estimation window: 2007-11-21 - 2011-11-08, Best order: (3, 0, 3)-(1, 1), AIC: -5.69812781196747, Final model converged
[2024-06-02T11:16:39] Estimation window: 2007-11-23 - 2011-11-09, Best order: (3, 0, 3)-(1, 1), AIC: -5.69378953666279, Final model converged
[2024-06-02T11:17:11] Estimation window: 2007-11-26 - 2011-11-10, Best order: (3, 0, 3)-(1, 1), AIC: -5.69442065091104, Final model converged
[2024-06-02T11:17:41] Estimation window: 2007-11-27 - 2011-11-11, Best order: (3, 0, 3)-(1, 1), AIC: -5.69556849392502, Final model converged
[2024-06-02T11:18:12] Estimation window: 2007-11-28 - 2011-11-14, Best order: (4, 0, 5)-(1, 1), AIC: -5.69349649088363, Final model converged
[2024-06-02T11:18:44] Estimation window: 2007-11-29 - 2011-11-15, Best order: (5, 0, 4)-(1, 1), AIC: -5.69792881760444, Final model converged
[2024-06-02T11:19:17] Estimation window: 2007-11-30 - 2011-11-16, Best order: (4, 0, 5)-(1, 1), AIC: -5.70827517262824, Final model FAILED to converge
[2024-06-02T11:19:48] Estimation window: 2007-12-03 - 2011-11-17, Best order: (5, 0, 4)-(1, 1), AIC: -5.69694594916534, Final model converged
[2024-06-02T11:20:18] Estimation window: 2007-12-04 - 2011-11-18, Best order: (2, 0, 2)-(1, 1), AIC: -5.69303082049357, Final model converged
[2024-06-02T11:20:50] Estimation window: 2007-12-05 - 2011-11-21, Best order: (5, 0, 5)-(1, 1), AIC: -5.70203930543414, Final model converged
