[2024-06-02T00:57:09] Estimation window: 2009-09-10 - 2013-08-29, Best order: (3, 0, 4)-(1, 1), AIC: -6.4507384627031, Final model converged
[2024-06-02T00:57:47] Estimation window: 2009-09-11 - 2013-08-30, Best order: (4, 0, 3)-(1, 1), AIC: -6.45526558788726, Final model converged
[2024-06-02T00:58:21] Estimation window: 2009-09-14 - 2013-09-03, Best order: (3, 0, 5)-(1, 1), AIC: -6.44780439452613, Final model converged
[2024-06-02T00:58:54] Estimation window: 2009-09-15 - 2013-09-04, Best order: (3, 0, 3)-(1, 1), AIC: -6.44229612842296, Final model converged
[2024-06-02T00:59:27] Estimation window: 2009-09-16 - 2013-09-05, Best order: (5, 0, 4)-(1, 1), AIC: -6.45342832402629, Final model converged
[2024-06-02T01:00:02] Estimation window: 2009-09-17 - 2013-09-06, Best order: (3, 0, 3)-(1, 1), AIC: -6.46061208522298, Final model converged
[2024-06-02T01:00:36] Estimation window: 2009-09-18 - 2013-09-09, Best order: (5, 0, 5)-(1, 1), AIC: -6.47023534966811, Final model FAILED to converge
[2024-06-02T01:01:10] Estimation window: 2009-09-21 - 2013-09-10, Best order: (5, 0, 4)-(1, 1), AIC: -6.45844904497343, Final model FAILED to converge
[2024-06-02T01:01:43] Estimation window: 2009-09-22 - 2013-09-11, Best order: (4, 0, 5)-(1, 1), AIC: -6.46511626813826, Final model converged
[2024-06-02T01:02:16] Estimation window: 2009-09-23 - 2013-09-12, Best order: (3, 0, 5)-(1, 1), AIC: -6.45502360899911, Final model converged
[2024-06-02T01:02:49] Estimation window: 2009-09-24 - 2013-09-13, Best order: (5, 0, 5)-(1, 1), AIC: -6.45820893082183, Final model converged
[2024-06-02T01:03:22] Estimation window: 2009-09-25 - 2013-09-16, Best order: (3, 0, 3)-(1, 1), AIC: -6.46538273844658, Final model converged
[2024-06-02T01:03:56] Estimation window: 2009-09-28 - 2013-09-17, Best order: (4, 0, 4)-(1, 1), AIC: -6.47042785291331, Final model converged
[2024-06-02T01:04:29] Estimation window: 2009-09-29 - 2013-09-18, Best order: (4, 0, 4)-(1, 1), AIC: -6.4682299446105, Final model FAILED to converge
[2024-06-02T01:05:16] Estimation window: 2009-09-30 - 2013-09-19, Best order: (5, 0, 4)-(1, 1), AIC: -6.4578967149887, Final model converged
[2024-06-02T01:05:53] Estimation window: 2009-10-01 - 2013-09-20, Best order: (3, 0, 4)-(1, 1), AIC: -6.47527447280949, Final model converged
[2024-06-02T01:06:27] Estimation window: 2009-10-02 - 2013-09-23, Best order: (4, 0, 4)-(1, 1), AIC: -6.46068230619589, Final model converged
[2024-06-02T01:07:04] Estimation window: 2009-10-05 - 2013-09-24, Best order: (5, 0, 5)-(1, 1), AIC: -6.46719791840653, Final model converged
[2024-06-02T01:07:37] Estimation window: 2009-10-06 - 2013-09-25, Best order: (4, 0, 5)-(1, 1), AIC: -6.48020562004832, Final model converged
[2024-06-02T01:08:11] Estimation window: 2009-10-07 - 2013-09-26, Best order: (4, 0, 4)-(1, 1), AIC: -6.48644045437736, Final model converged
[2024-06-02T01:08:43] Estimation window: 2009-10-08 - 2013-09-27, Best order: (5, 0, 5)-(1, 1), AIC: -6.48328101455815, Final model converged
[2024-06-02T01:09:15] Estimation window: 2009-10-09 - 2013-09-30, Best order: (5, 0, 3)-(1, 1), AIC: -6.46923385965445, Final model converged
[2024-06-02T01:09:47] Estimation window: 2009-10-12 - 2013-10-01, Best order: (5, 0, 5)-(1, 1), AIC: -6.46479238331111, Final model converged
[2024-06-02T01:10:21] Estimation window: 2009-10-13 - 2013-10-02, Best order: (5, 0, 4)-(1, 1), AIC: -6.4758208848482, Final model converged
[2024-06-02T01:10:54] Estimation window: 2009-10-14 - 2013-10-03, Best order: (4, 0, 5)-(1, 1), AIC: -6.47335234209671, Final model converged
[2024-06-02T01:11:33] Estimation window: 2009-10-15 - 2013-10-04, Best order: (4, 0, 4)-(1, 1), AIC: -6.49079880230619, Final model converged
[2024-06-02T01:12:07] Estimation window: 2009-10-16 - 2013-10-07, Best order: (2, 0, 5)-(1, 1), AIC: -6.47802791757008, Final model converged
[2024-06-02T01:12:40] Estimation window: 2009-10-19 - 2013-10-08, Best order: (5, 0, 4)-(1, 1), AIC: -6.47413479606221, Final model converged
[2024-06-02T01:13:13] Estimation window: 2009-10-20 - 2013-10-09, Best order: (5, 0, 3)-(1, 1), AIC: -6.47641748008559, Final model converged
[2024-06-02T01:13:48] Estimation window: 2009-10-21 - 2013-10-10, Best order: (5, 0, 3)-(1, 1), AIC: -6.4669925942597, Final model converged
[2024-06-02T01:14:26] Estimation window: 2009-10-22 - 2013-10-11, Best order: (4, 0, 5)-(1, 1), AIC: -6.46422008915639, Final model converged
[2024-06-02T01:14:59] Estimation window: 2009-10-23 - 2013-10-14, Best order: (4, 0, 3)-(1, 1), AIC: -6.4651240440252, Final model converged
[2024-06-02T01:15:34] Estimation window: 2009-10-26 - 2013-10-15, Best order: (4, 0, 4)-(1, 1), AIC: -6.47745084083364, Final model converged
[2024-06-02T01:16:08] Estimation window: 2009-10-27 - 2013-10-16, Best order: (5, 0, 5)-(1, 1), AIC: -6.47813074207698, Final model converged
