[2024-06-02T05:35:52] Estimation window: 2010-05-24 - 2014-05-13, Best order: (5, 0, 4)-(1, 1), AIC: -6.58831875804594, Final model converged
[2024-06-02T05:36:14] Estimation window: 2010-05-25 - 2014-05-14, Best order: (5, 0, 3)-(1, 1), AIC: -6.58261438254249, Final model converged
[2024-06-02T05:36:39] Estimation window: 2010-05-26 - 2014-05-15, Best order: (4, 0, 4)-(1, 1), AIC: -6.58135664257614, Final model converged
[2024-06-02T05:37:01] Estimation window: 2010-05-27 - 2014-05-16, Best order: (3, 0, 5)-(1, 1), AIC: -6.5612416473764, Final model converged
[2024-06-02T05:37:25] Estimation window: 2010-05-28 - 2014-05-19, Best order: (5, 0, 5)-(1, 1), AIC: -6.5911808273637, Final model converged
[2024-06-02T05:37:49] Estimation window: 2010-06-01 - 2014-05-20, Best order: (5, 0, 3)-(1, 1), AIC: -6.59967252265062, Final model converged
[2024-06-02T05:38:13] Estimation window: 2010-06-02 - 2014-05-21, Best order: (3, 0, 5)-(1, 1), AIC: -6.59176454832875, Final model converged
[2024-06-02T05:38:37] Estimation window: 2010-06-03 - 2014-05-22, Best order: (3, 0, 3)-(1, 1), AIC: -6.60596532749649, Final model converged
[2024-06-02T05:39:02] Estimation window: 2010-06-04 - 2014-05-23, Best order: (3, 0, 4)-(1, 1), AIC: -6.62462519006538, Final model converged
[2024-06-02T05:39:26] Estimation window: 2010-06-07 - 2014-05-27, Best order: (5, 0, 5)-(1, 1), AIC: -6.66004222100097, Final model converged
[2024-06-02T05:39:48] Estimation window: 2010-06-08 - 2014-05-28, Best order: (4, 0, 3)-(1, 1), AIC: -6.6169008077967, Final model converged
[2024-06-02T05:40:12] Estimation window: 2010-06-09 - 2014-05-29, Best order: (4, 0, 3)-(1, 1), AIC: -6.61645091647336, Final model converged
[2024-06-02T05:40:36] Estimation window: 2010-06-10 - 2014-05-30, Best order: (4, 0, 5)-(1, 1), AIC: -6.63520045256664, Final model converged
[2024-06-02T05:41:00] Estimation window: 2010-06-11 - 2014-06-02, Best order: (5, 0, 3)-(1, 1), AIC: -6.61600297531444, Final model converged
[2024-06-02T05:41:24] Estimation window: 2010-06-14 - 2014-06-03, Best order: (5, 0, 4)-(1, 1), AIC: -6.64392062710574, Final model converged
[2024-06-02T05:41:47] Estimation window: 2010-06-15 - 2014-06-04, Best order: (4, 0, 5)-(1, 1), AIC: -6.63745944135149, Final model converged
[2024-06-02T05:42:12] Estimation window: 2010-06-16 - 2014-06-05, Best order: (3, 0, 3)-(1, 1), AIC: -6.62625433320527, Final model converged
[2024-06-02T05:42:35] Estimation window: 2010-06-17 - 2014-06-06, Best order: (3, 0, 3)-(1, 1), AIC: -6.63011806922463, Final model converged
[2024-06-02T05:42:58] Estimation window: 2010-06-18 - 2014-06-09, Best order: (5, 0, 5)-(1, 1), AIC: -6.6323170006768, Final model converged
[2024-06-02T05:43:21] Estimation window: 2010-06-21 - 2014-06-10, Best order: (4, 0, 5)-(1, 1), AIC: -6.62325800175401, Final model converged
[2024-06-02T05:43:44] Estimation window: 2010-06-22 - 2014-06-11, Best order: (5, 0, 4)-(1, 1), AIC: -6.62838673539991, Final model converged
