[2024-06-02T04:38:48] Estimation window: 2006-11-21 - 2010-11-10, Best order: (4, 0, 3)-(1, 1), AIC: -5.80397607499855, Final model converged
[2024-06-02T04:39:21] Estimation window: 2006-11-22 - 2010-11-11, Best order: (5, 0, 5)-(1, 1), AIC: -5.79669746680894, Final model FAILED to converge
[2024-06-02T04:39:42] Estimation window: 2006-11-24 - 2010-11-12, Best order: (5, 0, 4)-(1, 1), AIC: -5.79857984460286, Final model converged
[2024-06-02T04:40:02] Estimation window: 2006-11-27 - 2010-11-15, Best order: (1, 0, 1)-(1, 1), AIC: -5.80406768952861, Final model converged
[2024-06-02T04:40:23] Estimation window: 2006-11-28 - 2010-11-16, Best order: (4, 0, 3)-(1, 1), AIC: -5.79785533229248, Final model converged
[2024-06-02T04:40:44] Estimation window: 2006-11-29 - 2010-11-17, Best order: (5, 0, 5)-(1, 1), AIC: -5.80772525522713, Final model converged
[2024-06-02T04:41:04] Estimation window: 2006-11-30 - 2010-11-18, Best order: (5, 0, 5)-(1, 1), AIC: -5.80503111551999, Final model converged
[2024-06-02T04:41:25] Estimation window: 2006-12-01 - 2010-11-19, Best order: (3, 0, 5)-(1, 1), AIC: -5.79136232002233, Final model FAILED to converge
[2024-06-02T04:41:45] Estimation window: 2006-12-04 - 2010-11-22, Best order: (1, 0, 1)-(1, 1), AIC: -5.79780436456938, Final model converged
[2024-06-02T04:42:06] Estimation window: 2006-12-05 - 2010-11-23, Best order: (1, 0, 1)-(1, 1), AIC: -5.79561677651441, Final model converged
[2024-06-02T04:42:25] Estimation window: 2006-12-06 - 2010-11-24, Best order: (1, 0, 1)-(1, 1), AIC: -5.79359855429891, Final model converged
[2024-06-02T04:42:46] Estimation window: 2006-12-07 - 2010-11-26, Best order: (2, 0, 5)-(1, 1), AIC: -5.79414600308204, Final model converged
[2024-06-02T04:43:06] Estimation window: 2006-12-08 - 2010-11-29, Best order: (1, 0, 1)-(1, 1), AIC: -5.79200035229805, Final model converged
[2024-06-02T04:43:27] Estimation window: 2006-12-11 - 2010-11-30, Best order: (5, 0, 5)-(1, 1), AIC: -5.79713209784631, Final model FAILED to converge
[2024-06-02T04:43:54] Estimation window: 2006-12-12 - 2010-12-01, Best order: (5, 0, 5)-(1, 1), AIC: -5.78474812362046, Final model converged
[2024-06-02T04:44:14] Estimation window: 2006-12-13 - 2010-12-02, Best order: (3, 0, 5)-(1, 1), AIC: -5.80151314514536, Final model converged
[2024-06-02T04:44:36] Estimation window: 2006-12-14 - 2010-12-03, Best order: (5, 0, 5)-(1, 1), AIC: -5.79898998280833, Final model converged
[2024-06-02T04:44:57] Estimation window: 2006-12-15 - 2010-12-06, Best order: (1, 0, 1)-(1, 1), AIC: -5.78309424177901, Final model converged
[2024-06-02T04:45:44] Estimation window: 2006-12-18 - 2010-12-07, Best order: (5, 0, 3)-(1, 1), AIC: 692.488055145753, Final model FAILED to converge
[2024-06-02T04:46:05] Estimation window: 2006-12-19 - 2010-12-08, Best order: (4, 0, 5)-(1, 1), AIC: -5.7856580426037, Final model converged
[2024-06-02T04:46:25] Estimation window: 2006-12-20 - 2010-12-09, Best order: (5, 0, 5)-(1, 1), AIC: -5.7890551234672, Final model converged
[2024-06-02T04:46:46] Estimation window: 2006-12-21 - 2010-12-10, Best order: (4, 0, 5)-(1, 1), AIC: -5.77806127763015, Final model converged
[2024-06-02T04:47:08] Estimation window: 2006-12-22 - 2010-12-13, Best order: (3, 0, 3)-(1, 1), AIC: -5.78061746483168, Final model converged
[2024-06-02T04:47:29] Estimation window: 2006-12-26 - 2010-12-14, Best order: (5, 0, 5)-(1, 1), AIC: -5.7753846990887, Final model converged
[2024-06-02T04:47:57] Estimation window: 2006-12-27 - 2010-12-15, Best order: (5, 0, 5)-(1, 1), AIC: -5.78298193388348, Final model converged
[2024-06-02T04:48:17] Estimation window: 2006-12-28 - 2010-12-16, Best order: (3, 0, 5)-(1, 1), AIC: -5.79128018320307, Final model converged
[2024-06-02T04:48:39] Estimation window: 2006-12-29 - 2010-12-17, Best order: (4, 0, 5)-(1, 1), AIC: -5.78251873053465, Final model converged
[2024-06-02T04:48:59] Estimation window: 2007-01-03 - 2010-12-20, Best order: (1, 0, 1)-(1, 1), AIC: -5.7807644384189, Final model converged
[2024-06-02T04:49:20] Estimation window: 2007-01-04 - 2010-12-21, Best order: (4, 0, 4)-(1, 1), AIC: -5.77461704439295, Final model converged
[2024-06-02T04:49:40] Estimation window: 2007-01-05 - 2010-12-22, Best order: (5, 0, 4)-(1, 1), AIC: -5.774995593753, Final model converged
[2024-06-02T04:50:01] Estimation window: 2007-01-08 - 2010-12-23, Best order: (1, 0, 1)-(1, 1), AIC: -5.78121708963541, Final model converged
[2024-06-02T04:50:21] Estimation window: 2007-01-09 - 2010-12-27, Best order: (1, 0, 1)-(1, 1), AIC: -5.7816955401656, Final model converged
[2024-06-02T04:50:50] Estimation window: 2007-01-10 - 2010-12-28, Best order: (5, 0, 2)-(1, 1), AIC: -5.78100861651716, Final model FAILED to converge
[2024-06-02T04:51:11] Estimation window: 2007-01-11 - 2010-12-29, Best order: (5, 0, 2)-(1, 1), AIC: -5.79850959937444, Final model FAILED to converge
[2024-06-02T04:51:31] Estimation window: 2007-01-12 - 2010-12-30, Best order: (1, 0, 1)-(1, 1), AIC: -5.7839736650561, Final model converged
[2024-06-02T04:51:52] Estimation window: 2007-01-16 - 2010-12-31, Best order: (5, 0, 2)-(1, 1), AIC: -5.78531527660759, Final model converged
[2024-06-02T04:52:13] Estimation window: 2007-01-17 - 2011-01-03, Best order: (3, 0, 2)-(1, 1), AIC: -5.78473105177941, Final model FAILED to converge
[2024-06-02T04:52:34] Estimation window: 2007-01-18 - 2011-01-04, Best order: (4, 0, 4)-(1, 1), AIC: -5.78229755336991, Final model converged
[2024-06-02T04:52:54] Estimation window: 2007-01-19 - 2011-01-05, Best order: (5, 0, 2)-(1, 1), AIC: -5.78885377053253, Final model FAILED to converge
[2024-06-02T04:53:15] Estimation window: 2007-01-22 - 2011-01-06, Best order: (5, 0, 5)-(1, 1), AIC: -5.7967207585482, Final model converged
[2024-06-02T04:53:41] Estimation window: 2007-01-23 - 2011-01-07, Best order: (4, 0, 5)-(1, 1), AIC: -5.79715527152009, Final model converged
[2024-06-02T04:54:03] Estimation window: 2007-01-24 - 2011-01-10, Best order: (5, 0, 3)-(1, 1), AIC: -5.78514789101516, Final model converged
[2024-06-02T04:54:24] Estimation window: 2007-01-25 - 2011-01-11, Best order: (5, 0, 5)-(1, 1), AIC: -5.7924722863291, Final model converged
[2024-06-02T04:54:44] Estimation window: 2007-01-26 - 2011-01-12, Best order: (5, 0, 5)-(1, 1), AIC: -5.80816448444776, Final model converged
[2024-06-02T04:55:04] Estimation window: 2007-01-29 - 2011-01-13, Best order: (1, 0, 1)-(1, 1), AIC: -5.79197103273354, Final model converged
[2024-06-02T04:55:24] Estimation window: 2007-01-30 - 2011-01-14, Best order: (5, 0, 5)-(1, 1), AIC: -5.80088770501516, Final model converged
[2024-06-02T04:55:44] Estimation window: 2007-01-31 - 2011-01-18, Best order: (3, 0, 5)-(1, 1), AIC: -5.81163241342173, Final model converged
[2024-06-02T04:56:04] Estimation window: 2007-02-01 - 2011-01-19, Best order: (1, 0, 1)-(1, 1), AIC: -5.79319716416106, Final model converged
[2024-06-02T04:56:25] Estimation window: 2007-02-02 - 2011-01-20, Best order: (3, 0, 3)-(1, 1), AIC: -5.79469110213053, Final model converged
[2024-06-02T04:56:46] Estimation window: 2007-02-05 - 2011-01-21, Best order: (3, 0, 3)-(1, 1), AIC: -5.79597254792889, Final model converged
[2024-06-02T04:57:32] Estimation window: 2007-02-06 - 2011-01-24, Best order: (5, 0, 5)-(1, 1), AIC: 108.808540997226, Final model FAILED to converge
[2024-06-02T04:57:53] Estimation window: 2007-02-07 - 2011-01-25, Best order: (4, 0, 5)-(1, 1), AIC: -5.80971452644022, Final model converged
[2024-06-02T04:58:14] Estimation window: 2007-02-08 - 2011-01-26, Best order: (4, 0, 5)-(1, 1), AIC: -5.82786404942379, Final model converged
[2024-06-02T04:58:35] Estimation window: 2007-02-09 - 2011-01-27, Best order: (5, 0, 3)-(1, 1), AIC: -5.82058526881577, Final model FAILED to converge
[2024-06-02T04:59:25] Estimation window: 2007-02-12 - 2011-01-28, Best order: (4, 0, 5)-(1, 1), AIC: -0.171459945222122, Final model FAILED to converge
[2024-06-02T04:59:45] Estimation window: 2007-02-13 - 2011-01-31, Best order: (3, 0, 5)-(1, 1), AIC: -5.81349855691364, Final model converged
[2024-06-02T05:00:06] Estimation window: 2007-02-14 - 2011-02-01, Best order: (2, 0, 5)-(1, 1), AIC: -5.812730555987, Final model converged
[2024-06-02T05:00:27] Estimation window: 2007-02-15 - 2011-02-02, Best order: (4, 0, 5)-(1, 1), AIC: -5.78988119531631, Final model converged
[2024-06-02T05:01:00] Estimation window: 2007-02-16 - 2011-02-03, Best order: (5, 0, 3)-(1, 1), AIC: -5.79824141509747, Final model converged
[2024-06-02T05:01:21] Estimation window: 2007-02-20 - 2011-02-04, Best order: (4, 0, 4)-(1, 1), AIC: -5.80717243785969, Final model FAILED to converge
[2024-06-02T05:01:42] Estimation window: 2007-02-21 - 2011-02-07, Best order: (3, 0, 5)-(1, 1), AIC: -5.79513397676449, Final model converged
[2024-06-02T05:02:30] Estimation window: 2007-02-22 - 2011-02-08, Best order: (3, 0, 5)-(1, 1), AIC: 234.444313468182, Final model FAILED to converge
[2024-06-02T05:02:51] Estimation window: 2007-02-23 - 2011-02-09, Best order: (5, 0, 5)-(1, 1), AIC: -5.82246655665835, Final model FAILED to converge
[2024-06-02T05:03:12] Estimation window: 2007-02-26 - 2011-02-10, Best order: (5, 0, 5)-(1, 1), AIC: -5.81287228424568, Final model converged
[2024-06-02T05:03:46] Estimation window: 2007-02-27 - 2011-02-11, Best order: (5, 0, 5)-(1, 1), AIC: -5.82538230849987, Final model converged
[2024-06-02T05:04:06] Estimation window: 2007-02-28 - 2011-02-14, Best order: (4, 0, 3)-(1, 1), AIC: -5.81096690230239, Final model converged
[2024-06-02T05:04:26] Estimation window: 2007-03-01 - 2011-02-15, Best order: (3, 0, 3)-(1, 1), AIC: -5.8143015861738, Final model converged
[2024-06-02T05:04:47] Estimation window: 2007-03-02 - 2011-02-16, Best order: (4, 0, 5)-(1, 1), AIC: -5.82200630183612, Final model converged
[2024-06-02T05:05:08] Estimation window: 2007-03-05 - 2011-02-17, Best order: (5, 0, 4)-(1, 1), AIC: -5.80940183825987, Final model converged
[2024-06-02T05:05:29] Estimation window: 2007-03-06 - 2011-02-18, Best order: (3, 0, 3)-(1, 1), AIC: -5.81532205838128, Final model converged
[2024-06-02T05:05:49] Estimation window: 2007-03-07 - 2011-02-22, Best order: (4, 0, 5)-(1, 1), AIC: -5.80522628342062, Final model converged
[2024-06-02T05:06:10] Estimation window: 2007-03-08 - 2011-02-23, Best order: (5, 0, 3)-(1, 1), AIC: -5.82496873340651, Final model converged
[2024-06-02T05:06:32] Estimation window: 2007-03-09 - 2011-02-24, Best order: (4, 0, 3)-(1, 1), AIC: -5.80235345400171, Final model converged
