[2024-06-02T03:10:35] Estimation window: 2006-11-21 - 2010-11-10, Best order: (4, 0, 4)-(1, 1), AIC: -5.80199059913599, Final model converged
[2024-06-02T03:10:46] Estimation window: 2006-11-22 - 2010-11-11, Best order: (4, 0, 5)-(1, 1), AIC: -5.82819926333168, Final model converged
[2024-06-02T03:11:05] Estimation window: 2006-11-24 - 2010-11-12, Best order: (5, 0, 2)-(1, 1), AIC: -5.79869690709202, Final model converged
[2024-06-02T03:11:20] Estimation window: 2006-11-27 - 2010-11-15, Best order: (1, 0, 1)-(1, 1), AIC: -5.80406768952861, Final model converged
[2024-06-02T03:11:31] Estimation window: 2006-11-28 - 2010-11-16, Best order: (4, 0, 4)-(1, 1), AIC: -5.79223284448551, Final model FAILED to converge
[2024-06-02T03:11:42] Estimation window: 2006-11-29 - 2010-11-17, Best order: (3, 0, 3)-(1, 1), AIC: -5.80070977784799, Final model converged
[2024-06-02T03:12:00] Estimation window: 2006-11-30 - 2010-11-18, Best order: (5, 0, 5)-(1, 1), AIC: -5.80503111551999, Final model converged
[2024-06-02T03:12:11] Estimation window: 2006-12-01 - 2010-11-19, Best order: (3, 0, 5)-(1, 1), AIC: -5.79136232002233, Final model FAILED to converge
[2024-06-02T03:12:29] Estimation window: 2006-12-04 - 2010-11-22, Best order: (5, 0, 5)-(1, 1), AIC: -5.79521018340608, Final model converged
[2024-06-02T03:12:40] Estimation window: 2006-12-05 - 2010-11-23, Best order: (1, 0, 1)-(1, 1), AIC: -5.79561677651441, Final model converged
[2024-06-02T03:12:51] Estimation window: 2006-12-06 - 2010-11-24, Best order: (5, 0, 2)-(1, 1), AIC: -5.79145600388545, Final model FAILED to converge
[2024-06-02T03:13:02] Estimation window: 2006-12-07 - 2010-11-26, Best order: (1, 0, 1)-(1, 1), AIC: -5.79254230808923, Final model converged
[2024-06-02T03:13:13] Estimation window: 2006-12-08 - 2010-11-29, Best order: (1, 0, 1)-(1, 1), AIC: -5.79200035229805, Final model converged
[2024-06-02T03:13:25] Estimation window: 2006-12-11 - 2010-11-30, Best order: (5, 0, 5)-(1, 1), AIC: -5.79713209784631, Final model FAILED to converge
[2024-06-02T03:13:36] Estimation window: 2006-12-12 - 2010-12-01, Best order: (5, 0, 3)-(1, 1), AIC: -5.7799778561276, Final model converged
[2024-06-02T03:13:47] Estimation window: 2006-12-13 - 2010-12-02, Best order: (3, 0, 5)-(1, 1), AIC: -5.80151314514536, Final model converged
[2024-06-02T03:14:05] Estimation window: 2006-12-14 - 2010-12-03, Best order: (3, 0, 5)-(1, 1), AIC: -5.76758745224741, Final model converged
[2024-06-02T03:14:22] Estimation window: 2006-12-15 - 2010-12-06, Best order: (3, 0, 5)-(1, 1), AIC: -5.77827490919577, Final model FAILED to converge
[2024-06-02T03:14:46] Estimation window: 2006-12-18 - 2010-12-07, Best order: (3, 0, 3)-(1, 1), AIC: -5.7732540178357, Final model converged
[2024-06-02T03:14:57] Estimation window: 2006-12-19 - 2010-12-08, Best order: (4, 0, 5)-(1, 1), AIC: -5.7856580426037, Final model converged
[2024-06-02T03:15:08] Estimation window: 2006-12-20 - 2010-12-09, Best order: (5, 0, 5)-(1, 1), AIC: -5.7890551234672, Final model converged
[2024-06-02T03:15:19] Estimation window: 2006-12-21 - 2010-12-10, Best order: (3, 0, 3)-(1, 1), AIC: -5.78309532083918, Final model converged
[2024-06-02T03:15:31] Estimation window: 2006-12-22 - 2010-12-13, Best order: (5, 0, 5)-(1, 1), AIC: -5.78319550106692, Final model converged
[2024-06-02T03:15:58] Estimation window: 2006-12-26 - 2010-12-14, Best order: (5, 0, 3)-(1, 1), AIC: 106.005977227097, Final model FAILED to converge
[2024-06-02T03:16:35] Estimation window: 2006-12-27 - 2010-12-15, Best order: (5, 0, 5)-(1, 1), AIC: 603.257162048657, Final model FAILED to converge
[2024-06-02T03:16:48] Estimation window: 2006-12-28 - 2010-12-16, Best order: (3, 0, 5)-(1, 1), AIC: -5.79128018320307, Final model converged
[2024-06-02T03:16:59] Estimation window: 2006-12-29 - 2010-12-17, Best order: (5, 0, 2)-(1, 1), AIC: -5.79378832335413, Final model converged
[2024-06-02T03:17:10] Estimation window: 2007-01-03 - 2010-12-20, Best order: (1, 0, 1)-(1, 1), AIC: -5.7807644384189, Final model converged
[2024-06-02T03:17:32] Estimation window: 2007-01-04 - 2010-12-21, Best order: (3, 0, 5)-(1, 1), AIC: -5.77358989131257, Final model FAILED to converge
[2024-06-02T03:17:44] Estimation window: 2007-01-05 - 2010-12-22, Best order: (3, 0, 5)-(1, 1), AIC: -5.78348592093606, Final model converged
[2024-06-02T03:18:07] Estimation window: 2007-01-08 - 2010-12-23, Best order: (1, 0, 1)-(1, 1), AIC: -5.78121708963541, Final model converged
[2024-06-02T03:18:18] Estimation window: 2007-01-09 - 2010-12-27, Best order: (5, 0, 3)-(1, 1), AIC: -5.77490884876037, Final model FAILED to converge
[2024-06-02T03:18:39] Estimation window: 2007-01-10 - 2010-12-28, Best order: (5, 0, 2)-(1, 1), AIC: -5.78100858033224, Final model FAILED to converge
[2024-06-02T03:18:55] Estimation window: 2007-01-11 - 2010-12-29, Best order: (5, 0, 2)-(1, 1), AIC: -5.79850959937444, Final model FAILED to converge
[2024-06-02T03:19:10] Estimation window: 2007-01-12 - 2010-12-30, Best order: (5, 0, 3)-(1, 1), AIC: -5.77936081172473, Final model converged
[2024-06-02T03:19:22] Estimation window: 2007-01-16 - 2010-12-31, Best order: (5, 0, 5)-(1, 1), AIC: -5.78306671391585, Final model converged
[2024-06-02T03:19:33] Estimation window: 2007-01-17 - 2011-01-03, Best order: (3, 0, 5)-(1, 1), AIC: -5.77962665259348, Final model converged
[2024-06-02T03:19:44] Estimation window: 2007-01-18 - 2011-01-04, Best order: (3, 0, 3)-(1, 1), AIC: -5.77732522572168, Final model converged
[2024-06-02T03:19:55] Estimation window: 2007-01-19 - 2011-01-05, Best order: (5, 0, 2)-(1, 1), AIC: -5.78885377053253, Final model FAILED to converge
[2024-06-02T03:20:07] Estimation window: 2007-01-22 - 2011-01-06, Best order: (5, 0, 4)-(1, 1), AIC: -5.79532848646006, Final model converged
[2024-06-02T03:20:18] Estimation window: 2007-01-23 - 2011-01-07, Best order: (5, 0, 4)-(1, 1), AIC: -5.78527637185953, Final model converged
[2024-06-02T03:20:29] Estimation window: 2007-01-24 - 2011-01-10, Best order: (5, 0, 5)-(1, 1), AIC: -5.79657468602832, Final model FAILED to converge
[2024-06-02T03:20:40] Estimation window: 2007-01-25 - 2011-01-11, Best order: (5, 0, 3)-(1, 1), AIC: -5.78720412422138, Final model converged
